     6023600.000000000
      408523.710000000
 328900.56039179040818     81.30058500000000 0.0025696 0.9473
     3098708.000000008
        1047.348600000
        3497.898000000
       22902.980000000
       19412.240000261
   135200000.000000000

    2451536.5000000

 -0.29152045599337090     -0.31805503660276579     -0.13965809943271956    
  0.15844961472415410E-01 -0.14271923352923047E-01 -0.92668581980820848E-02
 -0.70454144982411993      0.11072811546124196      0.94402984020609954E-01
 -0.40231690064378225E-02 -0.18273121020581557E-01 -0.79662150310574262E-02
 -0.29491678343059751E-01  0.90203180180804510      0.39107718221325183    
 -0.17476941319189313E-01 -0.53222322852406877E-03 -0.23072297688721328E-03
   1.3794818241820881     -0.11586746568648053     -0.90443805977445182E-01
  0.19718948570446198E-02  0.13760176290733719E-01  0.62580367706052131E-02
   4.0396565929009096       2.6863484263284856       1.0530461821966346    
 -0.44856312401709815E-02  0.59372252379833786E-02  0.26541944955867230E-02
   6.4428088975771329       6.1445782571272272       2.2607854782998968    
 -0.42713529641283752E-02  0.35485050387650636E-02  0.16493545795994277E-02
   14.409077860532463      -12.527173701329495      -5.6905206795752399    
  0.26827665377754423E-02  0.24580831476469305E-02  0.10386255672033464E-02
   16.790130782591064      -22.994288555232096      -9.8296861480397766    
  0.25808952145022247E-02  0.16663676258489278E-02  0.61793547385394980E-03
  -9.9011134919501913      -27.969286715524074      -5.7429549155573945    
  0.30279165742598240E-02 -0.11300745864250784E-02 -0.12656289876944412E-02
